GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,Gene.name
ENSG00000259555,15,78918237,78920535,6,2,353861,1.6305,0.051502,RP11-335K5.2
ENSG00000262481,17,7293053,7307416,11,4,299344,1.6305,0.051503,C17orf61-PLSCR3
ENSG00000244259,11,115820914,115821519,9,2,316755,1.6304,0.051512,AP000797.1
ENSG00000238957,10,44529988,44530059,91,18,279755,1.6303,0.051522,AL512640.1
ENSG00000271789,6,111618329,111619713,7,3,312502,1.6301,0.051544,RP5-1112D6.7
ENSG00000136828,9,129677053,129985443,818,45,332903,1.63,0.051546,RALGPS1
ENSG00000207766,15,41983783,41983876,5,3,341267,1.6299,0.051562,MIR626
ENSG00000260126,16,16752084,16757992,649,128,306425,1.6298,0.051577,RP11-14N9.2
ENSG00000172349,15,81489220,81606399,554,56,320421,1.6297,0.051582,IL16
ENSG00000244657,7,65950082,65951519,11,4,327204,1.6295,0.051609,GS1-124K5.8
ENSG00000252997,7,65521221,65521305,135,24,324547,1.6294,0.051615,AC068533.1
ENSG00000212380,15,25509657,25509737,3,2,336229,1.6293,0.051626,SNORD115-45
ENSG00000204388,6,31795512,31798032,12,7,323617,1.6291,0.051643,HSPA1B
ENSG00000231866,1,53390921,53391095,5,3,281736,1.629,0.051657,RP4-631H13.4
ENSG00000125952,14,65472892,65569408,44,8,299237,1.6288,0.051673,MAX
ENSG00000186281,2,96687694,96701722,107,27,327025,1.6288,0.051675,GPAT2
ENSG00000127252,3,192958914,192988644,76,21,320721,1.6288,0.051677,HRASLS
ENSG00000207240,18,28962280,28962393,10,2,324687,1.6287,0.05169,Y_RNA
ENSG00000173825,11,65122238,65125084,6,4,343516,1.6282,0.051746,TIGD3
ENSG00000236674,1,63825494,63826850,3,2,355602,1.6281,0.051756,RP4-792G4.3
ENSG00000162073,16,3019246,3023490,15,5,344980,1.6278,0.05178,PAQR4
ENSG00000197124,19,20107867,20150315,40,7,299522,1.6278,0.05178,ZNF682
ENSG00000217585,6,16107853,16108824,129,28,331408,1.6278,0.051783,RP1-13D10.5
ENSG00000233607,7,114701591,114871409,30,10,204846,1.6277,0.051791,AC068610.5
ENSG00000227108,14,106366496,106366512,6,2,286429,1.6276,0.051808,IGHD1-14
ENSG00000253656,8,131607545,131667958,336,47,316950,1.6275,0.051812,KB-1568E2.1
ENSG00000235700,1,157098154,157098463,2,1,210281,1.6275,0.051815,CYCSP52
ENSG00000279447,20,23052184,23053359,4,1,355880,1.6273,0.051836,NA
ENSG00000244677,14,68616337,68616625,36,10,344483,1.6271,0.051854,RN7SL706P
ENSG00000235974,19,58523957,58537294,68,9,336311,1.6267,0.051898,VN2R19P
ENSG00000008083,6,15246527,15522271,291,45,320905,1.6267,0.051903,JARID2
ENSG00000235011,1,79789454,79790548,14,5,330011,1.6264,0.051927,RP4-726F1.1
ENSG00000184697,16,3064713,3070072,17,5,317874,1.6264,0.051932,CLDN6
ENSG00000225462,1,187532193,187533263,9,3,174645,1.6264,0.051935,FDPSP1
ENSG00000254787,11,84431869,84511744,261,25,309201,1.6263,0.051945,CTD-2537O9.1
ENSG00000224272,2,242749501,242753111,35,8,227310,1.6262,0.051957,AC114730.3
ENSG00000252859,22,41564221,41564320,4,2,356305,1.6261,0.051964,RNU6-375P
ENSG00000239767,3,86313705,86316511,24,9,316674,1.6261,0.051967,RP11-789F5.1
ENSG00000272072,7,106833004,106833745,5,2,354939,1.626,0.051979,CTA-363E19.2
ENSG00000236501,2,177855236,178029244,114,31,315208,1.6255,0.052025,AC079305.11
ENSG00000207634,19,54251890,54251976,22,14,294637,1.6252,0.052056,MIR521-1
ENSG00000238350,3,47507839,47507938,20,8,309818,1.6251,0.052075,snoU13
ENSG00000168056,11,65306276,65325699,36,16,330615,1.6249,0.05209,LTBP3
ENSG00000232002,2,242989846,243026289,4,1,348371,1.6249,0.052095,AC093642.6
ENSG00000138463,3,122513642,122599986,48,18,309689,1.6247,0.052114,DIRC2
ENSG00000261481,16,8963108,8963889,9,3,293770,1.6245,0.052139,RP11-77H9.6
ENSG00000268564,19,15234971,15236985,13,3,346760,1.6241,0.052172,AC003956.1
ENSG00000215094,6,150272969,150273375,8,2,338233,1.6241,0.05218,RP11-244K5.7
ENSG00000236544,7,155213901,155249794,176,38,309922,1.624,0.052188,AC008060.8
ENSG00000231519,7,30109274,30114731,9,2,355674,1.6239,0.052198,AC007285.7
ENSG00000243920,4,58219165,58219495,12,4,349076,1.6236,0.052231,RPS26P24
ENSG00000240682,3,128846258,128880136,179,39,306607,1.6235,0.05224,ISY1
ENSG00000230188,9,37490418,37490890,27,3,351535,1.6234,0.052252,RP11-405L18.4
ENSG00000283657,2,167270999,167271239,9,2,292601,1.6233,0.052261,NA
ENSG00000164919,8,100890094,100906290,11,4,343011,1.623,0.052299,COX6C
ENSG00000237401,2,4005245,4021660,467,68,325674,1.6229,0.052304,AC107070.1
ENSG00000263220,17,5267610,5274921,10,4,319650,1.6227,0.052332,RP11-420A6.2
ENSG00000198740,17,47371927,47439835,29,9,322468,1.6226,0.052336,ZNF652
ENSG00000232324,19,54368017,54369394,4,1,295928,1.6225,0.052347,AC008440.10
ENSG00000228445,2,234655860,234656725,10,4,349808,1.6224,0.052354,UGT1A2P
ENSG00000235786,22,29388709,29414608,5,2,110608,1.6224,0.052364,ZNRF3-IT1
ENSG00000130307,19,17359985,17375605,97,14,327396,1.6223,0.052375,USHBP1
ENSG00000225144,7,131948911,131956028,16,6,317811,1.6222,0.052378,AC018643.4
ENSG00000248727,5,55753622,55777773,5,3,354440,1.6221,0.052392,CTC-236F12.4
ENSG00000217862,6,27774853,27775117,9,2,354885,1.6221,0.052393,HIST1H4PS1
ENSG00000233479,2,114426743,114430768,11,4,276288,1.6219,0.052411,AC017074.1
ENSG00000219770,6,27051059,27051926,4,2,353880,1.6218,0.052419,VN1R11P
ENSG00000159882,19,44507100,44518078,17,4,334157,1.6218,0.052425,ZNF230
ENSG00000249139,20,44165625,44176065,3,2,354654,1.6217,0.05243,EPPIN-WFDC6
ENSG00000170684,19,45574758,45579846,4,2,102908,1.6214,0.052461,ZNF296
ENSG00000154438,7,117003276,117067577,37,15,332419,1.6208,0.052528,ASZ1
ENSG00000273366,22,42674194,42674852,5,1,185186,1.6208,0.052531,CTA-989H11.1
ENSG00000106560,7,150382788,150390729,115,28,302957,1.6207,0.05254,GIMAP2
ENSG00000200218,10,70606561,70606667,9,4,344896,1.6206,0.052557,RNU6-697P
ENSG00000264235,18,3255434,3261848,18,4,305639,1.6205,0.052559,RP13-270P17.1
ENSG00000237672,13,20644390,20646276,11,5,347513,1.6205,0.052567,KRR1P1
ENSG00000266173,17,61780179,61819346,24,5,324433,1.6201,0.052607,STRADA
ENSG00000259042,14,22886826,22887647,8,4,303912,1.6198,0.052634,AE000661.50
ENSG00000225136,2,89221844,89222269,24,6,230972,1.6198,0.052636,PGBD4P5
ENSG00000197813,19,49834874,49843560,5,3,340041,1.6193,0.052687,CTC-301O7.4
ENSG00000186162,3,10055922,10068049,20,3,341291,1.6189,0.052733,CIDECP
ENSG00000241175,15,50536828,50537128,6,3,285886,1.6188,0.05274,RN7SL494P
ENSG00000111335,12,113416200,113449528,90,18,309233,1.6187,0.052757,OAS2
ENSG00000228999,2,22165050,22188552,12,4,317966,1.6187,0.052758,AC068490.1
ENSG00000108576,17,28521337,28563020,59,17,241025,1.6186,0.052764,SLC6A4
ENSG00000225370,19,55182682,55184042,13,6,307217,1.6184,0.052783,AC011515.2
ENSG00000164049,3,48413709,48436190,125,23,320894,1.6184,0.052786,FBXW12
ENSG00000240311,16,3546201,3546768,5,2,294234,1.6183,0.052799,LA16c-306E5.1
ENSG00000252556,11,121875063,121875159,137,27,335559,1.6182,0.052806,RNU6-256P
ENSG00000066933,15,72114630,72410422,63,12,334013,1.6181,0.05282,MYO9A
ENSG00000278927,21,44579176,44582387,1,1,292398,1.618,0.05283,NA
ENSG00000253058,17,30290824,30290952,37,13,261855,1.6179,0.05284,RNA5SP437
ENSG00000205496,11,4976002,4976943,65,10,348938,1.6174,0.052896,OR51A2
ENSG00000271585,5,126512388,126512742,6,1,308567,1.617,0.052935,CTB-88F18.4
ENSG00000179409,17,647654,655501,41,10,294193,1.6167,0.052967,GEMIN4
ENSG00000242162,7,128706075,128706516,6,4,275013,1.6163,0.053013,RP11-128A6.3
ENSG00000123136,19,14519663,14530195,1,1,296125,1.6163,0.05302,DDX39A
ENSG00000279479,18,6727052,6728980,18,2,336477,1.6162,0.053026,NA
ENSG00000171456,20,30946147,31027122,70,9,324445,1.616,0.053049,ASXL1
ENSG00000256981,12,11311384,11312293,13,2,357038,1.6159,0.053061,TAS2R18
ENSG00000224856,22,44352907,44353228,4,2,266491,1.6158,0.053073,RP4-796I17.5
ENSG00000236876,1,42965876,42966010,8,2,321109,1.6155,0.053099,TMSB4XP1
ENSG00000186847,17,39738531,39743173,63,17,322449,1.6153,0.053126,KRT14
ENSG00000262692,17,3624922,3625782,6,2,353277,1.6152,0.053131,CTD-3195I5.3
ENSG00000230158,2,117781494,117782443,129,25,289431,1.6149,0.053164,MTND1P28
ENSG00000241231,3,181138846,181160274,35,13,295469,1.6146,0.053195,RP11-275H4.1
ENSG00000099994,22,24577227,24585078,16,5,330103,1.6146,0.053204,SUSD2
ENSG00000233204,2,166141763,166142558,29,10,314274,1.6145,0.053208,MAPRE1P3
ENSG00000267345,19,37566015,37569507,10,3,343633,1.6145,0.05321,CTD-2293H3.2
ENSG00000270040,1,39672184,39672629,5,3,355430,1.6143,0.053228,RP11-416A14.1
ENSG00000226030,6,32698535,32699472,164,18,326144,1.614,0.053261,HLA-DQB3
ENSG00000235205,13,23817659,23821323,30,9,356146,1.6139,0.053272,TATDN2P3
ENSG00000274002,14,24088410,24089221,164,38,314106,1.6138,0.053287,NA
ENSG00000228055,10,89156780,89184549,64,26,315011,1.6137,0.053294,LINC00864
ENSG00000234293,21,30868367,30872706,101,15,324366,1.6137,0.053297,BACH1-IT3
ENSG00000234007,2,138636324,138683977,277,40,334416,1.6136,0.05331,AC020601.1
ENSG00000230107,22,42834029,42842201,107,13,310575,1.6135,0.053317,CTA-126B4.7
ENSG00000198671,12,65411248,65447904,3,2,330508,1.613,0.05337,RP11-168J19.2
ENSG00000266838,21,15357768,15357840,1,1,286429,1.613,0.05337,AP001634.1
ENSG00000232546,7,66313483,66323123,62,9,341946,1.6128,0.053389,RP11-458F8.1
ENSG00000265420,2,86420149,86420231,10,2,356327,1.6121,0.053467,MIR4779
ENSG00000242574,6,32902406,32908847,29,5,322122,1.6117,0.053509,HLA-DMB
ENSG00000250064,4,28437071,28601897,84,19,336732,1.6114,0.053542,RP11-123O22.1
ENSG00000166006,12,75433857,75603648,10,4,262458,1.6114,0.053545,KCNC2
ENSG00000237979,2,65728127,65729272,8,4,339079,1.6112,0.053571,AC007389.1
ENSG00000279982,10,133810242,133813350,73,25,318332,1.6112,0.053571,NA
ENSG00000212609,21,20717465,20717629,6,3,305276,1.6109,0.053603,RNU1-139P
ENSG00000256100,11,63742092,63755818,5,1,353519,1.6106,0.053629,AP000721.4
ENSG00000225884,2,192658151,192684976,103,22,321008,1.6106,0.053635,AC098872.3
ENSG00000149295,11,113280337,113346111,28,9,343651,1.6105,0.053642,DRD2
ENSG00000242107,3,159733811,159749210,87,16,318592,1.6105,0.053649,LINC01100
ENSG00000276949,2,241611947,241612229,10,4,348123,1.6104,0.053653,NA
ENSG00000261373,16,89778264,89784573,19,10,270001,1.61,0.053697,VPS9D1-AS1
ENSG00000278637,6,26021907,26022218,10,4,319292,1.6099,0.053714,NA
ENSG00000241941,12,63052603,63053005,10,4,297224,1.6096,0.053738,RPL32P26
ENSG00000223427,2,80389554,80390261,5,1,355626,1.6095,0.053756,AC016716.1
ENSG00000266063,2,112528638,112528711,1,1,346586,1.6094,0.05376,MIR4771-2
ENSG00000168397,2,242576628,242613272,19,5,331936,1.6094,0.053769,ATG4B
ENSG00000203523,7,12530721,12531630,12,4,309236,1.6093,0.05378,TAS2R2P
ENSG00000166997,7,99717236,99723134,28,11,342681,1.6092,0.053787,CNPY4
ENSG00000260817,16,5310687,5311044,12,5,333475,1.6089,0.05382,RP11-382N13.4
ENSG00000117560,1,172628158,172636014,8,3,352187,1.6087,0.053837,FASLG
ENSG00000269373,19,21021321,21030223,151,29,324959,1.6087,0.053844,CTD-2542C24.3
ENSG00000233603,22,41194043,41194289,4,1,353428,1.6086,0.053847,JTBP1
ENSG00000013275,19,40476912,40487348,16,6,256201,1.6084,0.053872,PSMC4
ENSG00000104804,19,49384222,49401990,64,11,329975,1.6083,0.053887,TULP2
ENSG00000239969,7,102004609,102021080,5,2,354645,1.6082,0.0539,RP11-163E9.2
ENSG00000279790,6,74681062,74682831,21,5,351505,1.6078,0.053936,NA
ENSG00000073737,2,169921299,169952677,18,6,310999,1.6077,0.05395,DHRS9
ENSG00000147613,8,87060602,87081926,68,18,272810,1.6077,0.053956,PSKH2
ENSG00000113810,3,160117092,160152750,10,4,314558,1.6075,0.053969,SMC4
ENSG00000222432,7,77525197,77525309,8,2,356956,1.6075,0.053972,Y_RNA
ENSG00000141736,17,37844167,37884915,16,4,225236,1.6074,0.053984,ERBB2
ENSG00000262298,17,55017293,55018636,6,3,320386,1.6073,0.053992,RP5-1107A17.3
ENSG00000257595,12,111807086,111841114,11,4,341753,1.6073,0.053993,RP3-473L9.4
ENSG00000182742,17,46652875,46657473,10,4,355754,1.6073,0.053995,HOXB4
ENSG00000280958,7,77799512,77800232,9,4,356189,1.6072,0.054007,NA
ENSG00000245526,5,87803363,87986858,334,37,305885,1.6064,0.054089,LINC00461
ENSG00000264399,17,56413337,56413383,7,2,343719,1.6064,0.054098,MIR4736
ENSG00000074603,15,65734801,65810042,186,33,326875,1.6062,0.054117,DPP8
ENSG00000244432,12,68395174,68395328,14,3,355017,1.606,0.054134,RPL39P28
ENSG00000163618,3,62384021,62861064,834,90,323340,1.6054,0.054198,CADPS
ENSG00000211891,14,106066278,106068065,3,2,210983,1.605,0.054252,IGHE
ENSG00000105270,19,36505562,36523795,15,7,330252,1.6048,0.054273,CLIP3
ENSG00000242729,11,41559984,41560536,79,12,348834,1.6047,0.054275,RP11-124G5.1
ENSG00000219463,6,138316407,138317284,6,2,330830,1.6047,0.054276,RPSAP42
ENSG00000198805,14,20937538,20945253,11,4,319195,1.6046,0.054288,PNP
ENSG00000235293,2,236086540,236087549,20,5,337907,1.6042,0.054337,AC114814.3
ENSG00000244482,19,54720737,54746649,83,18,271973,1.6041,0.05435,LILRA6
ENSG00000149792,11,64889783,64894843,8,5,230615,1.604,0.054352,MRPL49
ENSG00000265396,2,178120673,178120738,8,2,321156,1.604,0.054357,MIR3128
ENSG00000216802,6,138971363,138972110,9,5,324986,1.6039,0.05437,RP11-390P2.2
ENSG00000122882,10,74893414,74927829,20,3,316079,1.6038,0.054384,ECD
ENSG00000170949,19,53569859,53606687,108,17,326923,1.6037,0.054387,ZNF160
ENSG00000264121,6,6046676,6046777,144,33,337629,1.6037,0.054389,AL157775.1
ENSG00000243519,22,32772669,32773122,21,7,280919,1.6036,0.054405,IGLVIVOR22-2
ENSG00000228886,13,45924458,45925485,9,2,354846,1.6035,0.054413,RP11-290D2.3
ENSG00000268632,15,42073346,42076229,20,6,350016,1.6033,0.054433,AC073657.1
ENSG00000217482,6,135957224,135957851,10,4,340939,1.6033,0.054434,HMGB1P17
ENSG00000230328,9,104121214,104123524,24,2,317111,1.6033,0.054439,RP11-35N6.6
ENSG00000225460,9,92087152,92087607,18,7,316240,1.6031,0.054456,RP13-93L13.1
ENSG00000269547,19,39406044,39440495,9,3,350830,1.6031,0.054456,CTC-360G5.8
ENSG00000230434,1,95816807,95817810,41,14,310943,1.6031,0.054461,RP11-14O19.1
ENSG00000226949,1,158711936,158713205,13,1,356863,1.6029,0.054473,OR6K5P
ENSG00000165794,14,21467414,21470030,12,5,263038,1.6025,0.05452,SLC39A2
ENSG00000253267,8,1513675,1570583,68,23,311091,1.6025,0.054521,RP11-666I19.2
ENSG00000234639,7,137707204,137709085,95,21,322499,1.6025,0.054523,AC009263.2
ENSG00000105245,19,41171810,41196556,45,13,337663,1.6024,0.054537,NUMBL
ENSG00000180891,17,55938604,56032684,204,61,306529,1.6023,0.054541,CUEDC1
ENSG00000229102,3,178819154,178865761,28,5,338920,1.6023,0.054543,RP11-360P21.2
ENSG00000274629,2,225329399,225339217,20,5,354531,1.6022,0.054553,NA
ENSG00000232070,14,21567096,21571883,14,6,330896,1.602,0.054576,TMEM253
ENSG00000244203,3,71338920,71355004,18,5,354400,1.6014,0.054644,FOXP1-AS1
ENSG00000254647,11,2181009,2182571,7,2,293495,1.6014,0.054648,INS
ENSG00000234235,2,242483818,242498392,6,3,339288,1.6013,0.054659,BOK-AS1
ENSG00000114854,3,52485118,52488086,7,2,314645,1.6011,0.054673,TNNC1
ENSG00000227700,1,147718440,147718956,3,2,286429,1.6011,0.05468,RP11-301M17.1
ENSG00000198093,19,52392477,52408264,13,6,304547,1.601,0.054684,ZNF649
ENSG00000168918,2,233924677,234116549,527,68,325136,1.6005,0.054746,INPP5D
ENSG00000240024,3,183165396,183173801,25,5,341578,1.6001,0.054791,LINC00888
ENSG00000242912,10,116183531,116183826,17,4,351984,1.6,0.054794,RN7SL384P
ENSG00000125255,13,103696348,103719196,23,6,356173,1.6,0.054798,SLC10A2
ENSG00000230298,10,30865628,30869111,89,15,333717,1.5998,0.054821,RP11-253D19.2
ENSG00000106089,7,73113536,73133989,15,6,298112,1.5997,0.054833,STX1A
ENSG00000255388,11,41540445,41735998,21,6,321944,1.5995,0.054854,RP11-124G5.3
ENSG00000201923,20,44188397,44188515,21,1,124694,1.5991,0.054896,RNA5SP485
ENSG00000217566,6,3941516,3942035,44,10,295542,1.5989,0.054917,TDGF1P4
ENSG00000274834,16,12708308,12708709,55,8,341628,1.5989,0.054918,NA
ENSG00000038274,5,162930120,162946342,18,6,307802,1.5988,0.054931,MAT2B
ENSG00000214210,3,163719394,163720253,34,9,335629,1.5986,0.054955,RP11-208P4.1
ENSG00000164627,6,39297766,39693181,577,88,318760,1.5986,0.05496,KIF6
ENSG00000259914,16,83759281,83759982,17,5,351959,1.5984,0.054976,RP11-298D21.2
ENSG00000104237,8,55471729,55784280,329,45,327081,1.5982,0.054999,RP1
ENSG00000271358,14,96485821,96486102,159,25,344567,1.598,0.055024,RP11-241N4.2
ENSG00000143614,1,153777201,153895451,166,19,326863,1.5979,0.055034,GATAD2B
ENSG00000199352,1,228746015,228746133,157,37,308749,1.5977,0.055054,RNA5S1
ENSG00000228769,7,71568166,71569194,42,10,324467,1.5976,0.055062,ABCF2P2
ENSG00000157654,9,112542589,112934792,493,82,327045,1.5973,0.055097,PALM2-AKAP2
ENSG00000183423,4,110769358,110793471,42,11,325093,1.5972,0.055107,LRIT3
ENSG00000166676,16,10855083,10912642,61,20,324548,1.5972,0.055111,TVP23A
ENSG00000260303,4,146973756,146977914,15,7,294472,1.597,0.055129,RP11-203B7.2
ENSG00000233461,1,231658134,231664302,64,8,325338,1.597,0.05513,RP11-295G20.2
ENSG00000236928,7,65899621,65900141,5,2,341140,1.5969,0.055145,RP11-792A8.1
ENSG00000226711,12,8332805,8368747,373,68,317641,1.5966,0.055181,FAM66C
ENSG00000260613,22,50226264,50231434,9,2,353452,1.5962,0.055218,RP3-522J7.6
ENSG00000244043,16,59122741,59122995,3,1,356336,1.5961,0.055236,RPS27P27
ENSG00000255363,11,76318897,76341471,21,8,329006,1.5961,0.055239,RP11-672A2.5
ENSG00000269506,4,54925764,54927377,4,2,338140,1.5959,0.055257,AC110792.1
ENSG00000131059,20,31805133,31815564,24,9,298186,1.5956,0.055286,BPIFA3
ENSG00000262235,16,13552183,13552555,20,5,356567,1.5955,0.055295,AC003009.2
ENSG00000155085,6,109814059,110012420,571,77,322827,1.5954,0.055313,AK9
ENSG00000223640,2,9221524,9221856,27,9,313852,1.5954,0.055316,RPL30P3
ENSG00000233148,9,35010700,35011282,148,20,333929,1.5952,0.055329,SYF2P2
ENSG00000164815,7,103766788,103848495,655,87,328918,1.5952,0.055336,ORC5
ENSG00000212384,14,101393679,101393750,5,3,328776,1.5951,0.055346,SNORD113-2
ENSG00000279097,5,8572159,8572318,22,1,330756,1.5949,0.055368,NA
ENSG00000146469,6,153071933,153080900,187,23,342694,1.5947,0.055388,VIP
ENSG00000235089,1,81674253,81674895,14,5,334703,1.5947,0.055395,RP3-445O10.1
ENSG00000222123,15,25983655,25983767,12,2,320591,1.5946,0.055398,RNA5SP390
ENSG00000146722,7,75021229,75024708,15,4,354692,1.5946,0.055399,AC006014.8
ENSG00000257949,17,73975301,73996667,14,5,331618,1.5945,0.055407,TEN1
ENSG00000205549,9,16203933,16276311,32,11,341702,1.5944,0.055421,C9orf92
ENSG00000138180,10,95256389,95288849,12,5,320276,1.5944,0.055423,CEP55
ENSG00000184454,1,24882602,24935816,100,27,330319,1.5944,0.055423,NCMAP
ENSG00000102870,16,30789770,30798523,2,1,354074,1.5942,0.055444,ZNF629
ENSG00000088053,19,55525073,55549632,158,42,322198,1.5939,0.055478,GP6
ENSG00000254582,11,87040449,87041094,12,3,344074,1.5937,0.055496,PSMA2P1
ENSG00000268191,19,6494331,6495036,4,2,289048,1.5938,0.055496,CTD-2396E7.10
ENSG00000163885,3,126113782,126155398,109,22,340123,1.5937,0.055497,CCDC37
ENSG00000104824,19,39327028,39342978,26,9,336833,1.5937,0.055502,HNRNPL
ENSG00000113739,5,172741716,172756506,89,17,311354,1.5936,0.055514,STC2
ENSG00000232754,22,41565194,41579148,4,2,354609,1.5935,0.055522,RP1-85F18.6
ENSG00000183808,8,94741584,94753245,41,9,341926,1.5934,0.055531,RBM12B
ENSG00000213676,6,32083041,32096030,143,29,330874,1.5932,0.055562,ATF6B
ENSG00000273265,2,97477976,97479394,1,1,357035,1.5929,0.05559,RP11-353K11.1
ENSG00000258532,14,84373216,84381394,6,2,356725,1.5929,0.055591,RP11-353P15.1
ENSG00000233073,7,86413542,86415986,6,2,306531,1.5928,0.055607,AC005009.2
ENSG00000177483,2,238707388,238751450,74,24,346382,1.5926,0.055625,RBM44
ENSG00000163251,2,208627310,208634287,29,11,305399,1.5925,0.055632,FZD5
ENSG00000226301,8,61299821,61300554,129,29,318254,1.5924,0.055652,PDCL3P1
ENSG00000226595,22,22819996,22820323,84,20,319740,1.5923,0.055654,KB-288A10.19
ENSG00000260657,15,68560130,68570332,28,8,286064,1.5922,0.055668,RP11-315D16.4
ENSG00000225058,3,187715210,187721778,52,23,295866,1.5922,0.05567,RP11-132N15.1
ENSG00000235785,14,99729285,99731072,10,4,346498,1.5922,0.055672,AL109767.1
ENSG00000266921,19,44501048,44506988,15,2,344800,1.5921,0.055685,RP11-15A1.7
ENSG00000214046,19,16755556,16770968,16,3,333369,1.5919,0.055704,SMIM7
ENSG00000236763,9,104118748,104119126,29,2,344077,1.5919,0.055705,TRMT112P4
ENSG00000200063,17,76396016,76396144,19,2,337918,1.5918,0.055713,SNORA30
ENSG00000227489,7,15105832,15108276,6,3,307304,1.5916,0.055734,AC006458.3
ENSG00000172478,2,241825465,241835573,260,46,315966,1.5915,0.055753,C2orf54
ENSG00000253238,8,81178389,81252075,5,1,342913,1.5911,0.055789,RP11-941H19.3
ENSG00000245552,11,94883703,94967268,51,20,322021,1.5907,0.055844,RP11-712B9.2
ENSG00000158850,1,161141100,161147758,6,2,309284,1.5906,0.055845,B4GALT3
ENSG00000279151,1,17028041,17032089,3,1,286429,1.5905,0.055866,NA
ENSG00000228213,3,173628288,173638586,6,3,295838,1.5898,0.055943,NLGN1-AS1
ENSG00000266916,19,37988061,37997948,11,4,67756,1.5898,0.055944,CTD-3064H18.1
ENSG00000124449,19,44220162,44224173,13,5,292717,1.5896,0.055967,IRGC
ENSG00000159214,1,44457280,44462200,14,6,332647,1.5896,0.055967,CCDC24
ENSG00000267454,19,56905025,56910541,9,4,330793,1.5894,0.05598,ZNF582-AS1
ENSG00000254612,11,127810808,127811549,8,5,271275,1.5893,0.055992,RP11-676M6.1
ENSG00000240808,11,17159523,17159812,5,2,356099,1.5893,0.055995,CTD-3236F5.1
ENSG00000261654,1,111478991,111484975,153,27,342806,1.5889,0.056043,RP11-96K19.4
ENSG00000233907,1,95940293,95944912,7,3,356079,1.5888,0.056048,RP4-617C6.1
ENSG00000277496,20,61280313,61282119,12,3,321633,1.5883,0.056107,NA
ENSG00000261421,16,49193419,49195934,1,1,357062,1.588,0.05614,RP11-22D3.1
ENSG00000228669,13,63246418,63306492,8,2,356935,1.5879,0.056156,LINC00448
ENSG00000261692,16,89486483,89488634,4,2,355419,1.5878,0.056165,RP1-168P16.1
ENSG00000254114,17,58928743,58929106,9,1,349193,1.5877,0.056178,HMGN1P28
ENSG00000227312,1,24890118,24890465,28,10,296236,1.5874,0.056215,RP11-496D1.2
ENSG00000198626,1,237205505,237997288,1227,112,326577,1.5871,0.056247,RYR2
ENSG00000181101,1,175013762,175014784,15,7,328915,1.5871,0.056249,SDCCAG3P2
ENSG00000180211,6,39926153,39926572,72,23,286355,1.587,0.05626,RP1-278E11.3
ENSG00000228016,2,173541869,173600934,91,19,315952,1.5863,0.056333,RAPGEF4-AS1
ENSG00000105656,19,18553473,18632937,105,27,326778,1.5862,0.05635,ELL
ENSG00000152926,7,64432154,64451414,119,17,333251,1.586,0.056375,ZNF117
ENSG00000259699,15,89678778,89679726,8,2,309956,1.5853,0.056448,HMGB1P8
ENSG00000206712,3,98523822,98523928,4,2,353216,1.5851,0.056477,RNU6-26P
ENSG00000230821,22,22801024,22802674,53,10,304954,1.585,0.056487,KB-288A10.17
ENSG00000264136,9,137742123,137742202,14,5,259116,1.5849,0.05649,MIR3689D2
ENSG00000264163,9,137741971,137742118,14,5,259116,1.5849,0.05649,MIR3689B
ENSG00000284041,7,150065879,150094003,2,1,210787,1.5849,0.056494,NA
ENSG00000016602,1,87012761,87046437,12,5,297402,1.5849,0.056498,CLCA4
ENSG00000266383,3,123851776,123851872,25,5,345481,1.5844,0.056554,MIR5002
ENSG00000270711,1,180939973,180940383,20,8,262424,1.5844,0.056554,RP11-46A10.8
ENSG00000169762,4,16162128,16228164,250,45,342084,1.5843,0.056558,TAPT1
ENSG00000230487,7,1609709,1629262,30,8,306455,1.5843,0.056566,PSMG3-AS1
ENSG00000183049,10,12391481,12877545,503,96,311949,1.584,0.056592,CAMK1D
ENSG00000232878,1,97561479,97788511,23,10,346078,1.5838,0.056615,DPYD-AS1
ENSG00000264188,18,19241748,19242356,5,3,317189,1.5838,0.056619,RP11-13N13.5
ENSG00000260192,5,124828954,124937920,8,4,313233,1.5836,0.056637,RP11-756H20.1
ENSG00000227800,14,106360366,106360381,33,2,286429,1.5836,0.056648,IGHD4-17
ENSG00000279729,16,16854762,16856322,41,10,267075,1.5833,0.056677,NA
ENSG00000222658,9,12885320,12885416,20,2,355278,1.5833,0.056678,Y_RNA
ENSG00000224365,7,65469004,65469124,76,15,334914,1.5832,0.05669,RP11-252P18.1
ENSG00000263906,11,125797011,125798724,4,2,340723,1.583,0.056712,RP11-680F20.11
ENSG00000266153,18,5159331,5171025,13,5,338255,1.5829,0.056727,RP11-190I17.2
ENSG00000250990,7,76875657,76887440,10,4,321531,1.5828,0.056737,AC073635.5
ENSG00000109079,17,26662628,26674035,6,4,244537,1.5827,0.056747,TNFAIP1
ENSG00000250704,4,150877360,150879724,44,12,332413,1.5824,0.056777,RP11-423J7.1
ENSG00000255058,11,64927665,64927853,39,7,311739,1.5823,0.056786,AP003068.17
ENSG00000180573,6,26124373,26139330,19,5,339283,1.5823,0.056796,HIST1H2AC
